Provider,TotalClaims,TotalInpatientClaims,TotalOutpatientClaims,TotalReimbursed,AvgReimbursed,TotalDeductible,AvgDeductible,UniqueBeneficiaries,UniqueAttendingPhysicians,AvgPatientAge,AvgHospitalStay,MostCommonState,Sum_ChronicCond_Alzheimer,Sum_ChronicCond_Heartfailure,Sum_ChronicCond_KidneyDisease,Sum_ChronicCond_Cancer,Sum_ChronicCond_ObstrPulmonary,Sum_ChronicCond_Depression,Sum_ChronicCond_Diabetes,Sum_ChronicCond_IschemicHeart,Sum_ChronicCond_Osteoporasis,Sum_ChronicCond_rheumatoidarthritis,Sum_ChronicCond_stroke,PotentialFraud
PRV53895,1273,0,1273,401380,315.30243519245874,3270.0,2.568735271013354,576,2,71.85467399842891,0,23,528,751,520,194,352,514,878,928,418,398,119,1
PRV53896,43,0,43,10950,254.65116279069767,140.0,3.255813953488372,38,26,73.04651162790698,0,23,20,23,16,3,7,19,31,34,13,13,3,0
PRV53899,3,0,3,120,40.0,10.0,3.3333333333333335,3,3,60.666666666666664,0,23,2,3,2,1,1,2,3,3,0,0,1,0
PRV53900,789,0,789,201850,255.83016476552598,2670.0,3.3840304182509504,317,10,73.29911280101395,0,23,339,489,324,124,243,379,525,626,231,256,84,1
PRV53901,14,0,14,5400,385.7142857142857,0.0,0.0,14,10,73.07142857142857,0,23,7,9,4,1,3,8,9,9,6,6,2,0
PRV53905,77,0,77,21730,282.2077922077922,220.0,2.857142857142857,72,37,74.87012987012987,0,23,23,43,32,9,21,35,52,58,28,22,6,0
PRV53906,4,0,4,480,120.0,0.0,0.0,4,3,72.0,0,14,1,1,1,1,1,2,2,2,2,0,0,0
PRV53907,126,0,126,45960,364.76190476190476,200.0,1.5873015873015872,120,66,70.73015873015873,0,33,47,77,50,28,42,49,85,89,50,32,15,0
PRV53908,15,0,15,8510,567.3333333333334,60.0,4.0,15,13,63.666666666666664,0,23,4,8,5,2,7,6,10,11,8,2,2,0
PRV53909,256,0,256,79990,312.4609375,200.0,0.78125,154,29,73.33984375,0,23,126,165,110,45,92,98,187,215,90,74,37,0
PRV53910,96,27,69,275480,2869.5833333333335,27190.0,289.25531914893617,91,59,74.0,27,23,42,60,49,19,37,44,68,72,24,39,11,0
PRV53911,536,14,522,374480,698.6567164179105,15992.0,29.83582089552239,201,54,73.67537313432835,14,23,242,341,253,95,188,197,399,446,201,138,74,1
PRV53912,66,0,66,16820,254.84848484848484,210.0,3.1818181818181817,61,41,73.42424242424242,0,15,22,31,23,10,24,28,40,45,13,19,4,0
PRV53913,131,0,131,36180,276.1832061068702,260.0,1.984732824427481,129,53,73.70229007633588,0,23,52,81,55,35,46,61,105,105,38,38,11,0
PRV53915,545,0,545,152600,280.0,1510.0,2.770642201834862,434,27,72.63119266055045,0,23,215,305,208,87,169,201,377,415,160,166,58,0
PRV53916,192,0,192,43180,224.89583333333334,1120.0,5.833333333333333,109,4,73.3125,0,23,74,123,72,30,64,96,128,137,46,66,18,0
PRV53917,200,7,193,122200,611.0,8046.0,40.23,106,27,73.895,7,23,77,115,74,33,83,91,129,151,52,53,20,0
PRV53918,3588,0,3588,1014510,282.75083612040135,9100.0,2.536231884057971,1709,18,72.63489409141583,0,23,1356,2131,1420,523,1037,1466,2489,2709,1104,1067,368,1
PRV53919,24,6,18,54050,2252.0833333333335,6598.0,274.9166666666667,22,9,71.41666666666667,6,23,9,16,12,2,5,9,17,17,8,7,0,1
PRV53920,221,3,218,95610,432.6244343891403,4004.0,18.11764705882353,118,21,72.67873303167421,3,23,65,149,86,37,69,80,163,172,70,56,10,0
PRV53921,768,9,759,322230,419.5703125,11152.0,14.520833333333334,498,48,72.62369791666667,9,23,276,459,302,92,218,337,521,550,212,265,83,0
PRV53922,55,0,55,13530,246.0,200.0,3.6363636363636362,51,25,73.56363636363636,0,23,21,33,21,11,17,18,34,45,16,18,6,0
PRV53923,155,30,125,270400,1744.516129032258,32160.0,207.48387096774192,139,72,71.51612903225806,30,23,60,86,60,25,36,68,101,115,60,40,18,1
PRV53924,1,0,1,0,0.0,0.0,0.0,1,1,44.0,0,10,0,0,0,1,0,1,1,0,0,0,0,0
PRV53925,61,20,41,160200,2626.2295081967213,21460.0,351.8032786885246,58,30,72.54098360655738,20,23,32,35,28,11,18,29,44,47,19,22,8,0
PRV53926,27,0,27,8840,327.4074074074074,120.0,4.444444444444445,26,20,72.14814814814815,0,23,9,18,11,5,5,14,12,19,10,10,4,0
PRV53927,11,0,11,3600,327.27272727272725,0.0,0.0,11,9,75.54545454545455,0,23,5,6,7,0,1,4,8,10,3,3,1,0
PRV53928,41,3,38,23750,579.2682926829268,3294.0,80.34146341463415,41,29,71.0,3,23,13,24,16,7,10,15,29,32,10,10,4,0
PRV53931,55,3,52,40410,734.7272727272727,3394.0,61.70909090909091,48,28,74.38181818181818,3,23,11,25,14,9,15,23,33,40,22,15,3,0
PRV53932,304,82,222,920140,3026.7763157894738,86080.0,285.0331125827815,283,209,72.32894736842105,82,23,135,180,123,53,95,139,220,247,105,87,26,0
PRV53933,265,0,265,81990,309.39622641509436,500.0,1.8867924528301887,136,22,73.75094339622642,0,23,117,156,144,46,85,142,217,199,82,92,28,0
PRV53934,122,0,122,33500,274.59016393442624,530.0,4.344262295081967,97,69,74.75409836065573,0,23,49,73,59,16,27,61,85,97,39,38,4,0
PRV53935,12,0,12,5410,450.8333333333333,0.0,0.0,12,11,72.33333333333333,0,23,8,5,5,2,4,6,8,10,5,4,1,0
PRV53937,38,17,21,217970,5736.0526315789475,18196.0,478.8421052631579,38,27,71.1842105263158,17,23,16,26,21,5,17,20,31,31,14,14,5,1
PRV53938,111,82,29,653670,5888.918918918919,86508.0,786.4363636363636,89,20,75.33333333333333,82,23,55,83,67,21,57,59,90,90,54,40,13,1
PRV53939,304,6,298,193440,636.3157894736842,7638.0,25.125,178,23,71.02302631578948,6,23,109,199,128,45,107,119,203,237,98,89,47,0
PRV53940,97,0,97,21890,225.6701030927835,330.0,3.402061855670103,93,62,74.09278350515464,0,23,36,57,39,15,29,45,72,75,30,30,4,0
PRV53941,77,6,71,82160,1067.012987012987,6478.0,84.12987012987013,72,34,72.18181818181819,6,23,27,51,34,10,24,29,54,60,26,27,10,0
PRV53942,25,8,17,77620,3104.8,8684.0,347.36,24,12,73.64,8,23,6,16,10,3,10,8,22,19,9,9,2,0
PRV53943,109,8,101,91800,842.2018348623853,8784.0,80.58715596330275,103,46,74.1651376146789,8,10,47,64,43,19,34,45,82,73,28,37,18,0
PRV53944,104,0,104,21740,209.03846153846155,430.0,4.134615384615385,55,2,69.98076923076923,0,23,34,72,44,35,22,36,79,82,28,27,13,0
PRV53945,49,0,49,15300,312.2448979591837,160.0,3.2653061224489797,47,25,74.9795918367347,0,10,21,29,21,8,11,23,35,32,15,10,1,0
PRV53946,21,0,21,10070,479.5238095238095,100.0,4.761904761904762,21,13,75.0952380952381,0,23,8,10,7,2,5,9,16,17,5,5,0,0
PRV53947,8,0,8,430,53.75,0.0,0.0,8,7,72.625,0,3,2,5,2,1,3,4,3,5,2,3,2,0
PRV53949,5,0,5,710,142.0,30.0,6.0,5,5,69.8,0,23,2,2,2,1,2,3,1,3,2,1,0,0
PRV53950,298,0,298,82130,275.6040268456376,790.0,2.651006711409396,235,16,71.85570469798658,0,23,122,180,130,40,90,123,204,227,90,88,26,0
PRV53951,54,22,32,223620,4141.111111111111,23556.0,436.22222222222223,49,34,74.72222222222223,22,23,20,32,29,6,16,26,38,40,21,25,8,1
PRV53952,15,0,15,4580,305.3333333333333,0.0,0.0,13,9,65.6,0,23,8,8,5,3,4,8,6,13,8,3,1,0
PRV53956,526,0,526,157610,299.638783269962,1690.0,3.2129277566539924,454,10,72.45437262357414,0,23,212,310,206,79,154,202,361,377,161,141,56,0
PRV53957,15,0,15,6640,442.6666666666667,0.0,0.0,14,8,74.4,0,23,6,7,7,3,5,10,11,10,5,5,0,0
PRV53958,713,23,690,475260,666.5638148667601,25106.0,35.26123595505618,340,13,70.5610098176718,23,23,281,392,293,99,200,288,515,544,243,247,44,0
PRV53959,214,76,138,896830,4190.794392523365,79152.0,373.35849056603774,202,105,71.1588785046729,76,23,96,121,93,38,72,79,153,164,63,66,25,1
PRV53960,420,0,420,127360,303.23809523809524,1030.0,2.4523809523809526,115,21,73.22857142857143,0,23,198,247,202,36,102,179,302,325,150,133,17,0
PRV53961,129,97,32,811460,6290.387596899225,102868.0,803.65625,124,23,74.1937984496124,97,23,60,93,73,23,49,59,95,97,44,54,21,1
PRV53963,39,4,35,70660,1811.7948717948718,4292.0,110.05128205128206,37,32,74.25641025641026,4,23,17,19,19,9,12,13,30,33,11,13,7,0
PRV53964,146,0,146,40830,279.6575342465753,220.0,1.5068493150684932,81,14,64.82876712328768,0,23,65,100,57,25,56,72,106,114,46,42,16,0
PRV53965,110,0,110,32070,291.54545454545456,170.0,1.5454545454545454,33,12,71.9090909090909,0,23,22,80,38,15,53,72,72,89,42,38,20,0
PRV53966,2,0,2,500,250.0,0.0,0.0,2,2,65.5,0,23,1,1,0,0,0,2,1,1,1,0,0,0
PRV53967,2,0,2,100,50.0,0.0,0.0,2,1,79.0,0,3,0,0,0,0,2,1,2,2,0,1,0,0
PRV53968,32,0,32,6600,206.25,150.0,4.6875,30,8,71.8125,0,23,13,19,13,5,8,14,23,24,9,9,3,0
PRV53969,118,0,118,35990,305.0,290.0,2.457627118644068,72,16,71.61864406779661,0,23,46,60,35,16,28,47,75,71,37,27,7,0
PRV53970,4,3,1,65200,16300.0,3204.0,801.0,4,2,79.25,3,23,1,3,3,2,2,2,2,3,0,1,1,0
PRV53971,102,0,102,22210,217.7450980392157,820.0,8.03921568627451,55,4,73.79411764705883,0,23,45,51,38,8,19,42,79,65,17,33,4,0
PRV53972,74,6,68,51920,701.6216216216217,6578.0,88.89189189189189,61,18,70.36486486486487,6,23,32,50,33,14,30,42,52,55,28,23,8,0
PRV53973,170,0,170,45130,265.47058823529414,390.0,2.2941176470588234,84,13,72.62352941176471,0,23,59,114,46,31,59,52,111,125,75,51,16,0
PRV53974,67,0,67,12950,193.28358208955223,60.0,0.8955223880597015,59,13,70.5223880597015,0,23,27,34,18,7,18,29,43,49,21,13,2,0
PRV53975,70,0,70,11390,162.71428571428572,420.0,6.0,42,10,74.04285714285714,0,23,28,47,19,7,16,19,49,51,23,13,14,0
PRV53977,65,0,65,22120,340.3076923076923,0.0,0.0,40,2,72.15384615384616,0,23,26,37,24,7,8,17,52,51,25,9,12,0
PRV53978,1,0,1,100,100.0,0.0,0.0,1,1,85.0,0,23,0,0,0,0,0,0,1,1,0,0,0,0
PRV53979,77,0,77,26170,339.87012987012986,190.0,2.4675324675324677,38,16,70.55844155844156,0,23,26,38,30,10,13,25,46,51,31,12,3,0
PRV53980,22,0,22,3730,169.54545454545453,0.0,0.0,15,10,72.36363636363636,0,23,6,14,13,5,7,11,16,13,10,7,2,0
PRV53981,22,0,22,4810,218.63636363636363,0.0,0.0,22,13,73.36363636363636,0,23,7,11,10,2,3,11,15,14,4,10,1,0
PRV53982,9,0,9,980,108.88888888888889,0.0,0.0,9,5,66.88888888888889,0,23,5,7,3,3,4,4,5,8,3,4,0,0
PRV53983,24,0,24,6400,266.6666666666667,20.0,0.8333333333333334,23,8,69.29166666666667,0,23,10,17,13,5,6,11,20,16,9,10,1,0
PRV53985,197,8,189,163330,829.0862944162436,9114.0,46.263959390862944,62,8,71.39086294416244,8,23,67,127,85,18,74,106,156,142,38,58,28,1
PRV53986,45,11,34,90060,2001.3333333333333,11888.0,264.1777777777778,42,14,74.86666666666666,11,23,22,30,20,3,18,20,31,35,9,14,8,0
PRV53988,32,0,32,6360,198.75,0.0,0.0,25,20,78.75,0,23,11,21,11,3,15,14,23,25,13,11,2,0
PRV53989,27,1,26,22130,819.6296296296297,1148.0,42.51851851851852,22,13,77.03703703703704,1,23,11,14,10,4,7,12,17,15,10,11,2,0
PRV53990,99,5,94,63350,639.89898989899,5540.0,55.95959595959596,56,23,74.34343434343434,5,23,49,67,42,15,25,41,67,67,32,30,14,0
PRV53991,62,0,62,14050,226.61290322580646,160.0,2.5806451612903225,57,11,72.19354838709677,0,23,31,34,25,11,15,27,39,50,21,11,4,0
PRV53992,244,0,244,87620,359.0983606557377,480.0,1.9672131147540983,101,2,76.63524590163935,0,23,85,140,107,59,70,115,184,185,88,81,21,0
PRV53993,201,0,201,53770,267.5124378109453,560.0,2.7860696517412937,107,17,71.72139303482587,0,23,102,118,84,30,59,97,145,165,57,72,23,0
PRV53994,174,0,174,46000,264.367816091954,450.0,2.586206896551724,62,1,77.72988505747126,0,23,69,110,92,24,39,81,145,133,36,41,4,0
PRV53995,3,0,3,440,146.66666666666666,0.0,0.0,3,3,75.66666666666667,0,23,1,0,0,0,0,2,1,1,0,0,1,0
PRV53996,5,2,3,11390,2278.0,2136.0,427.2,5,4,73.4,2,23,1,4,2,1,2,3,5,4,2,1,0,0
PRV53997,172,0,172,70230,408.3139534883721,310.0,1.802325581395349,95,2,72.45348837209302,0,23,78,110,77,41,59,65,125,131,77,57,18,0
PRV53999,1,0,1,60,60.0,0.0,0.0,1,1,65.0,0,23,0,1,0,0,1,0,0,1,0,0,0,0
PRV54000,206,0,206,42220,204.95145631067962,650.0,3.1553398058252426,95,5,75.75728155339806,0,23,79,143,87,17,65,86,142,154,59,60,23,0
PRV54001,8,8,0,61000,7625.0,8544.0,1068.0,8,2,68.0,8,23,3,6,3,2,5,4,7,8,2,4,1,0
PRV54002,11,0,11,2060,187.27272727272728,0.0,0.0,11,3,73.27272727272727,0,23,4,7,3,2,2,4,9,9,3,3,2,0
PRV54004,8,0,8,1090,136.25,0.0,0.0,8,1,75.625,0,23,2,4,2,1,2,1,4,4,2,1,0,0
PRV54005,8,0,8,1800,225.0,20.0,2.5,8,2,73.875,0,23,6,7,3,1,4,3,6,6,3,3,1,0
PRV54006,1,0,1,90,90.0,0.0,0.0,1,1,79.0,0,23,1,1,1,0,0,1,1,1,1,0,0,0
PRV54007,5,0,5,1400,280.0,40.0,8.0,5,2,77.8,0,23,2,4,2,0,1,0,3,4,0,0,1,0
PRV54008,50,0,50,12860,257.2,260.0,5.2,41,2,73.98,0,23,29,30,16,10,16,18,36,34,19,10,7,0
PRV54009,1,0,1,40,40.0,0.0,0.0,1,1,69.0,0,23,0,0,1,0,0,0,1,1,0,0,0,0
PRV54011,2,0,2,70,35.0,0.0,0.0,2,2,69.0,0,23,2,0,0,0,0,1,2,2,1,0,0,0
PRV54012,8,0,8,3800,475.0,0.0,0.0,8,2,65.25,0,23,3,5,4,1,2,5,5,6,4,3,0,0
PRV54013,1,0,1,100,100.0,0.0,0.0,1,1,70.0,0,23,1,0,1,0,0,1,1,1,1,0,0,0
PRV54014,2,0,2,410,205.0,0.0,0.0,2,2,88.0,0,23,0,2,1,1,1,0,2,2,0,1,0,0
PRV54016,4,0,4,640,160.0,80.0,20.0,4,2,76.75,0,23,0,2,1,1,2,0,2,2,1,1,0,0
PRV54017,13,0,13,2610,200.76923076923077,0.0,0.0,13,2,67.0,0,23,5,6,6,0,6,5,6,9,3,2,0,0
PRV54019,4,0,4,900,225.0,0.0,0.0,4,2,70.75,0,23,0,1,0,1,1,0,1,3,0,1,0,0
PRV54020,7,0,7,2050,292.85714285714283,40.0,5.714285714285714,6,1,67.28571428571429,0,23,1,2,0,1,0,3,3,7,4,2,0,0
PRV54021,20,0,20,1980,99.0,190.0,9.5,19,2,75.8,0,23,8,16,7,4,7,9,12,15,7,5,2,0
PRV54023,18,0,18,2060,114.44444444444444,0.0,0.0,14,1,76.94444444444444,0,23,6,8,5,4,4,6,13,12,10,4,1,0
PRV54024,38,0,38,17870,470.2631578947368,40.0,1.0526315789473684,32,2,69.28947368421052,0,23,10,26,16,7,8,23,28,25,10,9,2,0
PRV54025,20,0,20,8980,449.0,100.0,5.0,18,1,68.85,0,23,7,10,10,4,9,6,14,16,10,9,0,0
PRV54026,3,0,3,2420,806.6666666666666,50.0,16.666666666666668,3,2,74.66666666666667,0,23,1,1,0,1,2,1,1,2,1,0,0,0
PRV54027,14,0,14,1390,99.28571428571429,0.0,0.0,8,2,73.71428571428571,0,23,3,11,8,0,6,5,10,13,6,1,0,0
PRV54028,6,0,6,720,120.0,0.0,0.0,6,3,68.0,0,23,2,4,3,1,1,3,5,3,2,1,1,0
PRV54029,2,0,2,320,160.0,0.0,0.0,2,1,74.5,0,23,1,1,0,2,0,1,0,1,1,0,0,0
PRV54030,14,0,14,2820,201.42857142857142,0.0,0.0,14,2,68.5,0,23,7,7,5,3,5,4,8,12,7,6,3,0
PRV54031,5,0,5,2270,454.0,100.0,20.0,5,2,72.4,0,23,1,1,2,1,1,2,3,3,2,1,0,0
PRV54033,1,0,1,30,30.0,0.0,0.0,1,1,54.0,0,23,1,1,0,0,1,0,1,1,0,0,0,0
PRV54034,1,0,1,70,70.0,100.0,100.0,1,1,80.0,0,23,0,0,1,0,1,0,0,1,0,0,0,0
PRV54036,100,0,100,25890,258.9,340.0,3.4,97,3,71.21,0,23,36,57,41,12,27,42,71,80,32,29,15,0
PRV54037,17,0,17,10510,618.2352941176471,0.0,0.0,16,2,67.76470588235294,0,23,5,11,11,2,6,10,15,16,4,6,4,0
PRV54038,19,0,19,5840,307.36842105263156,80.0,4.2105263157894735,15,2,80.05263157894737,0,23,10,15,9,3,9,12,16,16,9,7,5,0
PRV54039,28,0,28,4770,170.35714285714286,50.0,1.7857142857142858,18,1,75.28571428571429,0,23,15,22,14,5,10,19,17,25,11,11,6,0
PRV54040,2,0,2,250,125.0,0.0,0.0,2,1,65.5,0,23,1,1,1,0,0,1,2,1,0,1,0,0
PRV54041,65,0,65,35330,543.5384615384615,200.0,3.076923076923077,32,4,76.72307692307692,0,23,29,44,25,10,17,37,58,53,20,30,23,0
PRV54043,3,0,3,5540,1846.6666666666667,0.0,0.0,3,1,69.33333333333333,0,23,2,2,2,0,0,2,2,3,0,1,1,0
PRV54044,6,0,6,820,136.66666666666666,0.0,0.0,6,6,72.83333333333333,0,23,3,2,1,0,2,3,4,5,2,3,1,0
PRV54045,3,0,3,240,80.0,0.0,0.0,2,1,61.333333333333336,0,23,0,1,0,0,0,0,3,3,1,2,0,0
PRV54046,1,0,1,0,0.0,0.0,0.0,1,1,77.0,0,23,0,1,0,0,0,1,1,1,0,1,0,0
PRV54048,4,0,4,830,207.5,0.0,0.0,4,1,74.0,0,23,1,1,1,0,0,1,3,4,1,1,0,0
PRV54049,132,0,132,34600,262.1212121212121,330.0,2.5,37,5,69.97727272727273,0,23,47,70,59,13,34,77,101,86,60,25,8,0
PRV54050,1,0,1,500,500.0,0.0,0.0,1,1,84.0,0,23,0,0,0,0,0,0,0,1,1,0,0,0
PRV54051,5,5,0,38000,7600.0,5340.0,1068.0,5,1,75.8,5,23,3,2,2,1,3,1,4,5,2,2,0,0
PRV54052,6,6,0,75000,12500.0,6408.0,1068.0,6,1,76.16666666666667,6,23,2,3,6,2,3,1,2,4,0,1,1,0
PRV54053,1,0,1,10,10.0,0.0,0.0,1,1,84.0,0,23,0,0,0,0,0,0,0,1,0,0,0,0
PRV54054,1,1,0,5000,5000.0,1068.0,1068.0,1,1,83.0,1,23,1,1,1,1,1,1,1,1,1,1,0,0
PRV54055,25,25,0,214000,8560.0,25632.0,1068.0,25,4,74.32,25,23,10,20,16,5,15,13,23,22,12,8,5,0
PRV54056,21,21,0,197000,9380.952380952382,20292.0,1068.0,15,2,69.14285714285714,21,23,16,15,15,7,15,10,19,17,9,3,4,1
PRV54057,1,0,1,0,0.0,0.0,0.0,1,1,72.0,0,23,0,0,1,0,0,0,1,0,1,0,0,0
PRV54058,35,35,0,284000,8114.285714285715,37380.0,1068.0,34,2,67.2,35,23,22,28,25,9,24,17,27,29,12,14,7,0
PRV54059,18,18,0,172000,9555.555555555555,19224.0,1068.0,18,4,69.27777777777777,18,23,6,11,13,4,7,7,15,15,8,4,2,0
PRV54060,16,16,0,164000,10250.0,17088.0,1068.0,16,1,69.75,16,23,8,11,11,3,6,9,11,13,7,3,3,0
PRV54061,11,4,7,30470,2770.0,4282.0,389.27272727272725,10,8,68.9090909090909,4,24,3,9,8,1,5,6,10,11,3,5,1,0
PRV54062,11,2,9,17730,1611.8181818181818,2186.0,198.72727272727272,10,7,77.72727272727273,2,16,6,6,7,3,7,9,7,8,3,2,0,0
PRV54063,17,1,16,8620,507.05882352941177,1118.0,65.76470588235294,13,12,72.41176470588235,1,52,1,6,6,3,2,7,9,15,9,3,0,0
PRV54064,122,16,106,222200,1821.311475409836,17898.0,146.70491803278688,72,15,76.01639344262296,16,24,31,81,72,15,48,49,94,89,57,40,21,0
PRV54065,94,24,70,256620,2730.0,25742.0,273.8510638297872,71,19,70.95744680851064,24,24,37,55,35,21,24,39,67,71,40,27,7,1
PRV54066,148,0,148,41710,281.8243243243243,720.0,4.864864864864865,110,8,72.89189189189189,0,24,51,103,65,21,49,53,112,112,48,46,18,0
PRV54068,7,0,7,570,81.42857142857143,0.0,0.0,7,7,72.0,0,24,2,5,3,1,4,4,6,5,3,2,1,0
PRV54070,1467,0,1467,393990,268.56850715746424,3780.0,2.576687116564417,1177,255,73.44171779141104,0,24,542,832,567,196,408,587,1003,1131,416,437,111,1
PRV54071,436,8,428,229020,525.2752293577981,9484.0,21.75229357798165,325,23,73.16055045871559,8,24,164,270,174,46,116,193,292,315,119,123,60,0
PRV54072,30,6,24,105640,3521.3333333333335,6408.0,213.6,26,15,68.43333333333334,6,24,9,16,16,4,12,14,22,20,10,8,2,0
PRV54073,44,7,37,116390,2645.2272727272725,7616.0,173.0909090909091,28,18,72.8409090909091,7,24,21,22,16,12,18,18,33,26,17,15,0,0
PRV54074,113,23,90,342890,3034.424778761062,23816.0,212.64285714285714,109,77,73.61946902654867,23,24,47,65,48,22,38,51,79,85,36,32,20,1
PRV54075,1519,32,1487,697520,459.1968400263331,37768.0,24.88010540184453,910,37,73.69256089532587,32,24,519,907,591,189,455,601,1038,1150,440,411,177,1
PRV54076,52,9,43,91970,1768.6538461538462,9752.0,187.53846153846155,50,26,72.9423076923077,9,24,23,23,20,3,13,23,31,32,12,18,2,0
PRV54077,76,52,24,537320,7070.0,53400.0,721.6216216216217,70,19,72.32894736842105,52,24,33,50,39,8,31,39,58,61,24,29,15,1
PRV54078,119,20,99,214380,1801.5126050420167,20822.0,176.45762711864407,109,72,69.84873949579831,20,24,46,74,50,14,34,57,77,85,35,34,14,0
PRV54080,573,0,573,176370,307.80104712041884,1250.0,2.181500872600349,261,4,73.36823734729494,0,24,219,361,260,78,202,233,395,429,203,193,80,0
PRV54081,14,11,3,135200,9657.142857142857,11748.0,839.1428571428571,13,9,73.92857142857143,11,24,6,7,5,4,2,4,10,11,3,4,0,0
PRV54082,11,5,6,35450,3222.7272727272725,5340.0,485.45454545454544,11,11,76.0909090909091,5,24,5,5,8,3,4,6,6,8,4,3,2,0
PRV54083,279,8,271,133780,479.4982078853047,9364.0,33.562724014336915,173,12,74.08243727598567,8,24,84,152,111,36,61,141,210,199,81,93,22,0
PRV54084,49,8,41,82310,1679.795918367347,8664.0,176.81632653061226,43,43,70.6734693877551,8,24,18,28,18,8,16,23,33,37,17,12,2,0
PRV54085,234,58,176,602110,2573.119658119658,62504.0,267.1111111111111,197,146,72.22222222222223,58,24,89,125,101,30,67,74,150,166,65,61,29,0
PRV54086,66,0,66,12550,190.15151515151516,280.0,4.242424242424242,60,39,77.0,0,52,27,29,21,9,17,26,48,42,17,24,8,0
PRV54089,41,7,34,91230,2225.121951219512,7756.0,189.17073170731706,41,21,70.51219512195122,7,24,12,24,17,9,10,11,30,34,17,17,8,0
PRV54090,190,32,158,320740,1688.1052631578948,34776.0,183.03157894736842,123,17,74.66842105263157,32,24,71,103,99,27,45,89,142,145,50,70,16,0
PRV54091,112,0,112,22820,203.75,130.0,1.1607142857142858,76,3,77.47321428571429,0,24,46,68,34,9,14,47,72,77,32,35,11,0
PRV54092,481,0,481,141550,294.28274428274426,1760.0,3.6590436590436592,401,165,73.63825363825364,0,24,199,303,174,54,136,195,330,360,147,150,26,0
PRV54093,89,41,48,514980,5786.29213483146,42900.0,487.5,86,66,72.97752808988764,41,24,36,60,47,16,26,34,71,66,23,29,11,1
PRV54096,7,0,7,920,131.42857142857142,0.0,0.0,7,5,65.14285714285714,0,24,2,3,3,0,4,4,4,5,1,0,1,0
PRV54098,256,9,247,120400,470.3125,9044.0,35.46666666666667,96,23,74.9453125,9,24,78,149,89,39,74,95,176,202,67,75,33,1
PRV54099,217,14,203,187860,865.7142857142857,15582.0,71.80645161290323,97,12,73.01382488479263,14,24,98,98,79,37,37,86,145,135,61,63,28,0
PRV54101,29,11,18,65790,2268.6206896551726,11748.0,405.1034482758621,28,22,74.58620689655173,11,24,17,21,16,5,13,10,22,20,12,2,7,0
PRV54102,23,9,14,100720,4379.130434782609,8594.0,390.6363636363636,18,13,74.21739130434783,9,24,6,15,11,3,8,11,14,18,9,7,3,0
PRV54103,187,8,179,104930,561.1229946524064,8834.0,47.24064171122995,82,3,70.6951871657754,8,24,58,117,55,27,44,99,115,124,57,28,13,1
PRV54106,39,5,34,69910,1792.5641025641025,5480.0,140.51282051282053,37,25,70.61538461538461,5,24,16,26,11,5,10,17,25,28,11,12,5,0
PRV54107,147,0,147,44080,299.86394557823127,220.0,1.4965986394557824,129,63,72.0952380952381,0,3,58,74,52,23,35,46,103,102,39,44,7,0
PRV54109,16,0,16,4950,309.375,30.0,1.875,14,2,75.5625,0,24,9,10,5,2,4,9,11,11,3,3,3,0
PRV54110,7,0,7,450,64.28571428571429,20.0,2.857142857142857,7,6,73.14285714285714,0,24,2,2,3,1,2,4,6,4,2,4,1,0
PRV54111,249,54,195,590000,2369.4779116465866,58202.0,233.7429718875502,176,19,73.53815261044177,54,24,82,138,98,41,73,99,170,180,79,73,31,1
PRV54112,31,0,31,6590,212.58064516129033,40.0,1.2903225806451613,18,11,66.74193548387096,0,43,14,16,17,4,4,16,21,18,6,4,1,0
PRV54113,1,0,1,60,60.0,0.0,0.0,1,1,77.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
PRV54114,11,3,8,22790,2071.818181818182,3344.0,304.0,9,6,68.45454545454545,3,24,3,7,3,1,3,7,9,9,1,3,0,0
PRV54115,4,0,4,170,42.5,0.0,0.0,4,2,75.75,0,24,2,4,1,0,0,2,3,4,1,2,0,0
PRV54116,16,0,16,1280,80.0,10.0,0.625,4,2,58.4375,0,24,14,16,2,1,6,6,16,16,0,16,6,0
PRV54117,6,0,6,320,53.333333333333336,0.0,0.0,6,4,77.83333333333333,0,24,2,4,2,1,2,2,4,4,2,0,1,0
PRV54118,8,0,8,470,58.75,100.0,12.5,8,5,76.625,0,24,3,4,0,0,2,5,5,4,1,3,1,0
PRV54119,14,0,14,1980,141.42857142857142,60.0,4.285714285714286,12,10,74.28571428571429,0,24,4,6,9,6,9,3,12,12,6,5,2,0
PRV54120,2,0,2,1000,500.0,0.0,0.0,2,1,68.0,0,52,1,1,0,0,1,1,1,1,1,1,0,0
PRV54121,48,0,48,15370,320.2083333333333,140.0,2.9166666666666665,19,5,78.6875,0,24,14,24,29,5,14,29,40,30,17,15,1,0
PRV54122,4,0,4,510,127.5,0.0,0.0,4,4,84.75,0,24,2,1,2,0,1,2,3,3,0,1,0,0
PRV54123,2,0,2,110,55.0,60.0,30.0,2,2,75.5,0,24,1,2,1,0,1,1,2,2,0,2,0,0
PRV54124,5,0,5,700,140.0,0.0,0.0,5,4,66.8,0,24,1,2,2,1,2,1,2,3,2,1,0,0
PRV54125,11,0,11,7180,652.7272727272727,0.0,0.0,10,5,76.54545454545455,0,24,4,10,7,1,2,4,8,9,6,5,4,0
